difficulty,index,method,psnr,ssim,preparation,reference_size,candidate_size
medium,99,tsrn,23.203,0.7093,canonical_128x32,128x32,128x32
medium,100,bicubic,20.5904,0.5957,64x16_bicubic_to_128x32,128x32,128x32
medium,100,realesrgan,20.6513,0.6089,canonical_128x32,128x32,128x32
medium,100,tsrn,24.2229,0.7006,canonical_128x32,128x32,128x32
hard,1,bicubic,21.496,0.6572,64x16_bicubic_to_128x32,128x32,128x32
hard,1,realesrgan,16.2337,0.5315,canonical_128x32,128x32,128x32
hard,1,tsrn,22.3491,0.6898,canonical_128x32,128x32,128x32
hard,2,bicubic,23.4472,0.7597,64x16_bicubic_to_128x32,128x32,128x32
hard,2,realesrgan,18.4189,0.6456,canonical_128x32,128x32,128x32
hard,2,tsrn,21.8522,0.7712,canonical_128x32,128x32,128x32
hard,3,bicubic,22.9771,0.7672,64x16_bicubic_to_128x32,128x32,128x32
hard,3,realesrgan,17.2521,0.6112,canonical_128x32,128x32,128x32
hard,3,tsrn,20.241,0.7455,canonical_128x32,128x32,128x32
hard,4,bicubic,21.4173,0.6034,64x16_bicubic_to_128x32,128x32,128x32
hard,4,realesrgan,19.9998,0.4602,canonical_128x32,128x32,128x32
hard,4,tsrn,16.5463,0.5992,canonical_128x32,128x32,128x32
hard,5,bicubic,23.2992,0.5267,64x16_bicubic_to_128x32,128x32,128x32
hard,5,realesrgan,22.1297,0.4353,canonical_128x32,128x32,128x32
hard,5,tsrn,22.754,0.5217,canonical_128x32,128x32,128x32
hard,6,bicubic,20.4235,0.5875,64x16_bicubic_to_128x32,128x32,128x32
hard,6,realesrgan,18.5507,0.466,canonical_128x32,128x32,128x32
hard,6,tsrn,21.5645,0.7034,canonical_128x32,128x32,128x32
hard,7,bicubic,20.3893,0.6116,64x16_bicubic_to_128x32,128x32,128x32
hard,7,realesrgan,16.2449,0.5534,canonical_128x32,128x32,128x32
hard,7,tsrn,19.7409,0.644,canonical_128x32,128x32,128x32
hard,8,bicubic,19.9465,0.5214,64x16_bicubic_to_128x32,128x32,128x32
hard,8,realesrgan,15.6538,0.4461,canonical_128x32,128x32,128x32
hard,8,tsrn,20.1112,0.6146,canonical_128x32,128x32,128x32
hard,9,bicubic,20.6224,0.5848,64x16_bicubic_to_128x32,128x32,128x32
hard,9,realesrgan,17.8354,0.4011,canonical_128x32,128x32,128x32
hard,9,tsrn,22.0629,0.7273,canonical_128x32,128x32,128x32
hard,10,bicubic,19.8805,0.5686,64x16_bicubic_to_128x32,128x32,128x32
hard,10,realesrgan,15.6363,0.5221,canonical_128x32,128x32,128x32
hard,10,tsrn,18.9157,0.6037,canonical_128x32,128x32,128x32
hard,11,bicubic,20.4895,0.5276,64x16_bicubic_to_128x32,128x32,128x32
hard,11,realesrgan,19.8752,0.581,canonical_128x32,128x32,128x32
hard,11,tsrn,24.6532,0.8226,canonical_128x32,128x32,128x32
hard,12,bicubic,20.1083,0.5869,64x16_bicubic_to_128x32,128x32,128x32
hard,12,realesrgan,15.8478,0.5314,canonical_128x32,128x32,128x32
hard,12,tsrn,19.7247,0.6265,canonical_128x32,128x32,128x32
hard,13,bicubic,20.5143,0.6007,64x16_bicubic_to_128x32,128x32,128x32
hard,13,realesrgan,18.0224,0.5042,canonical_128x32,128x32,128x32
hard,13,tsrn,22.3119,0.6802,canonical_128x32,128x32,128x32
hard,14,bicubic,20.715,0.6319,64x16_bicubic_to_128x32,128x32,128x32
hard,14,realesrgan,17.1241,0.5813,canonical_128x32,128x32,128x32
hard,14,tsrn,20.4862,0.6651,canonical_128x32,128x32,128x32
hard,15,bicubic,19.9222,0.5257,64x16_bicubic_to_128x32,128x32,128x32
hard,15,realesrgan,16.6109,0.4641,canonical_128x32,128x32,128x32
hard,15,tsrn,18.4744,0.5834,canonical_128x32,128x32,128x32
hard,16,bicubic,22.5408,0.7193,64x16_bicubic_to_128x32,128x32,128x32
hard,16,realesrgan,20.6074,0.7061,canonical_128x32,128x32,128x32
hard,16,tsrn,23.8423,0.81,canonical_128x32,128x32,128x32
hard,17,bicubic,20.8103,0.604,64x16_bicubic_to_128x32,128x32,128x32
hard,17,realesrgan,20.2849,0.5717,canonical_128x32,128x32,128x32
hard,17,tsrn,23.8527,0.7824,canonical_128x32,128x32,128x32
hard,18,bicubic,21.7679,0.7676,64x16_bicubic_to_128x32,128x32,128x32
hard,18,realesrgan,15.2101,0.5816,canonical_128x32,128x32,128x32
hard,18,tsrn,21.6209,0.8228,canonical_128x32,128x32,128x32
hard,19,bicubic,18.5107,0.4354,64x16_bicubic_to_128x32,128x32,128x32
hard,19,realesrgan,17.0671,0.4377,canonical_128x32,128x32,128x32
hard,19,tsrn,19.314,0.6768,canonical_128x32,128x32,128x32
hard,20,bicubic,22.8685,0.8429,64x16_bicubic_to_128x32,128x32,128x32
hard,20,realesrgan,19.8241,0.8024,canonical_128x32,128x32,128x32
hard,20,tsrn,20.3147,0.7721,canonical_128x32,128x32,128x32
hard,21,bicubic,17.828,0.5579,64x16_bicubic_to_128x32,128x32,128x32
hard,21,realesrgan,17.1788,0.6707,canonical_128x32,128x32,128x32
hard,21,tsrn,20.1718,0.7699,canonical_128x32,128x32,128x32
hard,22,bicubic,23.9301,0.6822,64x16_bicubic_to_128x32,128x32,128x32
hard,22,realesrgan,19.3505,0.6107,canonical_128x32,128x32,128x32
hard,22,tsrn,20.9811,0.7388,canonical_128x32,128x32,128x32
hard,23,bicubic,21.6636,0.722,64x16_bicubic_to_128x32,128x32,128x32
hard,23,realesrgan,18.7111,0.5891,canonical_128x32,128x32,128x32
hard,23,tsrn,20.803,0.7511,canonical_128x32,128x32,128x32
hard,24,bicubic,24.0702,0.5795,64x16_bicubic_to_128x32,128x32,128x32
hard,24,realesrgan,22.3534,0.5284,canonical_128x32,128x32,128x32
hard,24,tsrn,21.7407,0.7479,canonical_128x32,128x32,128x32
hard,25,bicubic,23.7254,0.6982,64x16_bicubic_to_128x32,128x32,128x32
hard,25,realesrgan,20.0877,0.6123,canonical_128x32,128x32,128x32
hard,25,tsrn,21.862,0.7053,canonical_128x32,128x32,128x32
hard,26,bicubic,21.9718,0.7317,64x16_bicubic_to_128x32,128x32,128x32
hard,26,realesrgan,18.7335,0.5675,canonical_128x32,128x32,128x32
hard,26,tsrn,16.1986,0.6824,canonical_128x32,128x32,128x32
hard,27,bicubic,23.6648,0.6008,64x16_bicubic_to_128x32,128x32,128x32
hard,27,realesrgan,22.5032,0.4958,canonical_128x32,128x32,128x32
hard,27,tsrn,20.4291,0.6665,canonical_128x32,128x32,128x32
hard,28,bicubic,22.8958,0.7567,64x16_bicubic_to_128x32,128x32,128x32
hard,28,realesrgan,22.2742,0.6081,canonical_128x32,128x32,128x32
hard,28,tsrn,18.5572,0.6856,canonical_128x32,128x32,128x32
hard,29,bicubic,23.9651,0.6267,64x16_bicubic_to_128x32,128x32,128x32
hard,29,realesrgan,22.652,0.5288,canonical_128x32,128x32,128x32
hard,29,tsrn,22.2443,0.5843,canonical_128x32,128x32,128x32
hard,30,bicubic,25.502,0.8102,64x16_bicubic_to_128x32,128x32,128x32
hard,30,realesrgan,20.3167,0.5847,canonical_128x32,128x32,128x32
hard,30,tsrn,23.1758,0.6935,canonical_128x32,128x32,128x32
hard,31,bicubic,18.4752,0.6204,64x16_bicubic_to_128x32,128x32,128x32
hard,31,realesrgan,17.0612,0.6886,canonical_128x32,128x32,128x32
hard,31,tsrn,19.4021,0.7179,canonical_128x32,128x32,128x32
hard,32,bicubic,25.5779,0.6005,64x16_bicubic_to_128x32,128x32,128x32
hard,32,realesrgan,24.84,0.5537,canonical_128x32,128x32,128x32
hard,32,tsrn,23.8863,0.5542,canonical_128x32,128x32,128x32
hard,33,bicubic,25.7145,0.6521,64x16_bicubic_to_128x32,128x32,128x32
hard,33,realesrgan,24.4833,0.6067,canonical_128x32,128x32,128x32
hard,33,tsrn,20.5991,0.6131,canonical_128x32,128x32,128x32
hard,34,bicubic,25.4091,0.6651,64x16_bicubic_to_128x32,128x32,128x32
hard,34,realesrgan,23.0092,0.5772,canonical_128x32,128x32,128x32
hard,34,tsrn,24.4437,0.5841,canonical_128x32,128x32,128x32
hard,35,bicubic,19.1822,0.593,64x16_bicubic_to_128x32,128x32,128x32
hard,35,realesrgan,17.0655,0.6084,canonical_128x32,128x32,128x32
hard,35,tsrn,21.212,0.699,canonical_128x32,128x32,128x32
hard,36,bicubic,19.6209,0.4619,64x16_bicubic_to_128x32,128x32,128x32
hard,36,realesrgan,17.8903,0.4465,canonical_128x32,128x32,128x32
hard,36,tsrn,18.7071,0.538,canonical_128x32,128x32,128x32
hard,37,bicubic,24.4933,0.7127,64x16_bicubic_to_128x32,128x32,128x32
hard,37,realesrgan,21.787,0.6199,canonical_128x32,128x32,128x32
hard,37,tsrn,21.7794,0.7356,canonical_128x32,128x32,128x32
hard,38,bicubic,21.2268,0.5647,64x16_bicubic_to_128x32,128x32,128x32
hard,38,realesrgan,20.9882,0.5068,canonical_128x32,128x32,128x32
hard,38,tsrn,19.2676,0.5183,canonical_128x32,128x32,128x32
hard,39,bicubic,24.2478,0.7105,64x16_bicubic_to_128x32,128x32,128x32
hard,39,realesrgan,22.8773,0.5842,canonical_128x32,128x32,128x32
hard,39,tsrn,16.0445,0.6803,canonical_128x32,128x32,128x32
hard,40,bicubic,22.316,0.5352,64x16_bicubic_to_128x32,128x32,128x32
hard,40,realesrgan,21.7839,0.4743,canonical_128x32,128x32,128x32
hard,40,tsrn,22.5922,0.6224,canonical_128x32,128x32,128x32
hard,41,bicubic,24.2089,0.5184,64x16_bicubic_to_128x32,128x32,128x32
hard,41,realesrgan,23.3082,0.4399,canonical_128x32,128x32,128x32
hard,41,tsrn,23.1141,0.493,canonical_128x32,128x32,128x32
hard,42,bicubic,21.2852,0.6216,64x16_bicubic_to_128x32,128x32,128x32
hard,42,realesrgan,20.3221,0.5565,canonical_128x32,128x32,128x32
hard,42,tsrn,14.7813,0.6227,canonical_128x32,128x32,128x32
hard,43,bicubic,22.6483,0.5331,64x16_bicubic_to_128x32,128x32,128x32
hard,43,realesrgan,21.9489,0.4767,canonical_128x32,128x32,128x32
hard,43,tsrn,18.5907,0.5827,canonical_128x32,128x32,128x32
hard,44,bicubic,21.2311,0.5916,64x16_bicubic_to_128x32,128x32,128x32
hard,44,realesrgan,19.2091,0.3851,canonical_128x32,128x32,128x32
hard,44,tsrn,18.026,0.5703,canonical_128x32,128x32,128x32
hard,45,bicubic,23.7052,0.5374,64x16_bicubic_to_128x32,128x32,128x32
hard,45,realesrgan,22.6682,0.4701,canonical_128x32,128x32,128x32
hard,45,tsrn,23.2117,0.5233,canonical_128x32,128x32,128x32
hard,46,bicubic,19.4226,0.5675,64x16_bicubic_to_128x32,128x32,128x32
hard,46,realesrgan,18.2033,0.6133,canonical_128x32,128x32,128x32
hard,46,tsrn,21.0125,0.7252,canonical_128x32,128x32,128x32
hard,47,bicubic,22.8164,0.6414,64x16_bicubic_to_128x32,128x32,128x32
hard,47,realesrgan,18.8352,0.5348,canonical_128x32,128x32,128x32
hard,47,tsrn,18.3882,0.6547,canonical_128x32,128x32,128x32
hard,48,bicubic,22.1294,0.5771,64x16_bicubic_to_128x32,128x32,128x32
hard,48,realesrgan,19.3648,0.546,canonical_128x32,128x32,128x32
hard,48,tsrn,19.2324,0.6273,canonical_128x32,128x32,128x32
hard,49,bicubic,21.3381,0.6301,64x16_bicubic_to_128x32,128x32,128x32
hard,49,realesrgan,19.8379,0.6659,canonical_128x32,128x32,128x32
hard,49,tsrn,17.2532,0.5953,canonical_128x32,128x32,128x32
hard,50,bicubic,22.0675,0.6969,64x16_bicubic_to_128x32,128x32,128x32
hard,50,realesrgan,22.1311,0.709,canonical_128x32,128x32,128x32
hard,50,tsrn,24.9137,0.8053,canonical_128x32,128x32,128x32
hard,51,bicubic,21.6826,0.707,64x16_bicubic_to_128x32,128x32,128x32
hard,51,realesrgan,21.2898,0.7094,canonical_128x32,128x32,128x32
hard,51,tsrn,23.2175,0.7456,canonical_128x32,128x32,128x32
hard,52,bicubic,21.1991,0.6711,64x16_bicubic_to_128x32,128x32,128x32
hard,52,realesrgan,21.3679,0.6691,canonical_128x32,128x32,128x32
hard,52,tsrn,21.7517,0.6792,canonical_128x32,128x32,128x32
hard,53,bicubic,21.1406,0.5589,64x16_bicubic_to_128x32,128x32,128x32
hard,53,realesrgan,21.263,0.5942,canonical_128x32,128x32,128x32
hard,53,tsrn,19.6103,0.5972,canonical_128x32,128x32,128x32
hard,54,bicubic,17.2459,0.4727,64x16_bicubic_to_128x32,128x32,128x32
hard,54,realesrgan,16.752,0.4466,canonical_128x32,128x32,128x32
hard,54,tsrn,19.9582,0.7137,canonical_128x32,128x32,128x32
hard,55,bicubic,18.003,0.4938,64x16_bicubic_to_128x32,128x32,128x32
hard,55,realesrgan,17.7821,0.5455,canonical_128x32,128x32,128x32
hard,55,tsrn,20.5165,0.723,canonical_128x32,128x32,128x32
hard,56,bicubic,22.0783,0.6273,64x16_bicubic_to_128x32,128x32,128x32
hard,56,realesrgan,20.2052,0.5579,canonical_128x32,128x32,128x32
hard,56,tsrn,18.6215,0.5906,canonical_128x32,128x32,128x32
hard,57,bicubic,21.4316,0.6251,64x16_bicubic_to_128x32,128x32,128x32
hard,57,realesrgan,20.9703,0.649,canonical_128x32,128x32,128x32
hard,57,tsrn,18.2836,0.6785,canonical_128x32,128x32,128x32
hard,58,bicubic,21.1465,0.5673,64x16_bicubic_to_128x32,128x32,128x32
hard,58,realesrgan,18.3835,0.4933,canonical_128x32,128x32,128x32
hard,58,tsrn,18.0501,0.6742,canonical_128x32,128x32,128x32
hard,59,bicubic,21.0666,0.5744,64x16_bicubic_to_128x32,128x32,128x32
hard,59,realesrgan,19.4419,0.5556,canonical_128x32,128x32,128x32
hard,59,tsrn,18.9304,0.5832,canonical_128x32,128x32,128x32
hard,60,bicubic,22.0349,0.583,64x16_bicubic_to_128x32,128x32,128x32
hard,60,realesrgan,20.6192,0.552,canonical_128x32,128x32,128x32
hard,60,tsrn,23.1882,0.7201,canonical_128x32,128x32,128x32
hard,61,bicubic,21.8071,0.6337,64x16_bicubic_to_128x32,128x32,128x32
hard,61,realesrgan,21.3791,0.6604,canonical_128x32,128x32,128x32
hard,61,tsrn,21.1436,0.686,canonical_128x32,128x32,128x32
hard,62,bicubic,19.1526,0.5223,64x16_bicubic_to_128x32,128x32,128x32
hard,62,realesrgan,16.3722,0.4853,canonical_128x32,128x32,128x32
hard,62,tsrn,19.9795,0.6053,canonical_128x32,128x32,128x32
hard,63,bicubic,18.925,0.5222,64x16_bicubic_to_128x32,128x32,128x32
hard,63,realesrgan,17.5853,0.4911,canonical_128x32,128x32,128x32
hard,63,tsrn,19.9319,0.6094,canonical_128x32,128x32,128x32
hard,64,bicubic,24.1176,0.7381,64x16_bicubic_to_128x32,128x32,128x32
hard,64,realesrgan,24.1225,0.7329,canonical_128x32,128x32,128x32
hard,64,tsrn,23.9888,0.7616,canonical_128x32,128x32,128x32
hard,65,bicubic,24.5036,0.638,64x16_bicubic_to_128x32,128x32,128x32
hard,65,realesrgan,24.6601,0.6978,canonical_128x32,128x32,128x32
hard,65,tsrn,24.7507,0.6933,canonical_128x32,128x32,128x32
hard,66,bicubic,24.8789,0.6069,64x16_bicubic_to_128x32,128x32,128x32
hard,66,realesrgan,24.3908,0.6721,canonical_128x32,128x32,128x32
hard,66,tsrn,26.052,0.7182,canonical_128x32,128x32,128x32
hard,67,bicubic,24.2069,0.6162,64x16_bicubic_to_128x32,128x32,128x32
hard,67,realesrgan,22.7847,0.6307,canonical_128x32,128x32,128x32
hard,67,tsrn,22.3496,0.7515,canonical_128x32,128x32,128x32
hard,68,bicubic,25.0542,0.6673,64x16_bicubic_to_128x32,128x32,128x32
hard,68,realesrgan,22.9885,0.6379,canonical_128x32,128x32,128x32
hard,68,tsrn,24.4533,0.7401,canonical_128x32,128x32,128x32
hard,69,bicubic,23.0544,0.7219,64x16_bicubic_to_128x32,128x32,128x32
hard,69,realesrgan,21.8694,0.7242,canonical_128x32,128x32,128x32
hard,69,tsrn,19.4176,0.7408,canonical_128x32,128x32,128x32
hard,70,bicubic,22.257,0.5345,64x16_bicubic_to_128x32,128x32,128x32
hard,70,realesrgan,20.6779,0.4994,canonical_128x32,128x32,128x32
hard,70,tsrn,21.8906,0.6117,canonical_128x32,128x32,128x32
hard,71,bicubic,21.7482,0.5963,64x16_bicubic_to_128x32,128x32,128x32
hard,71,realesrgan,20.7919,0.6279,canonical_128x32,128x32,128x32
hard,71,tsrn,22.3452,0.6515,canonical_128x32,128x32,128x32
hard,72,bicubic,22.8977,0.684,64x16_bicubic_to_128x32,128x32,128x32
hard,72,realesrgan,23.0447,0.6797,canonical_128x32,128x32,128x32
hard,72,tsrn,24.0606,0.7032,canonical_128x32,128x32,128x32
hard,73,bicubic,20.6619,0.6873,64x16_bicubic_to_128x32,128x32,128x32
hard,73,realesrgan,19.9164,0.6669,canonical_128x32,128x32,128x32
hard,73,tsrn,21.2685,0.6973,canonical_128x32,128x32,128x32
hard,74,bicubic,21.2086,0.6312,64x16_bicubic_to_128x32,128x32,128x32
hard,74,realesrgan,21.3198,0.6357,canonical_128x32,128x32,128x32
hard,74,tsrn,20.0812,0.5939,canonical_128x32,128x32,128x32
hard,75,bicubic,22.0674,0.5415,64x16_bicubic_to_128x32,128x32,128x32
hard,75,realesrgan,22.0054,0.5578,canonical_128x32,128x32,128x32
hard,75,tsrn,21.9374,0.5311,canonical_128x32,128x32,128x32
hard,76,bicubic,18.1392,0.5426,64x16_bicubic_to_128x32,128x32,128x32
hard,76,realesrgan,17.3284,0.5128,canonical_128x32,128x32,128x32
hard,76,tsrn,21.7907,0.8099,canonical_128x32,128x32,128x32
hard,77,bicubic,16.9896,0.4491,64x16_bicubic_to_128x32,128x32,128x32
hard,77,realesrgan,16.2494,0.3726,canonical_128x32,128x32,128x32
hard,77,tsrn,16.636,0.5591,canonical_128x32,128x32,128x32
hard,78,bicubic,17.2479,0.4222,64x16_bicubic_to_128x32,128x32,128x32
hard,78,realesrgan,17.341,0.461,canonical_128x32,128x32,128x32
hard,78,tsrn,17.6025,0.4922,canonical_128x32,128x32,128x32
hard,79,bicubic,22.4675,0.6125,64x16_bicubic_to_128x32,128x32,128x32
hard,79,realesrgan,20.5974,0.5241,canonical_128x32,128x32,128x32
hard,79,tsrn,22.0731,0.6264,canonical_128x32,128x32,128x32
hard,80,bicubic,21.1321,0.5925,64x16_bicubic_to_128x32,128x32,128x32
hard,80,realesrgan,20.1342,0.5993,canonical_128x32,128x32,128x32
hard,80,tsrn,17.4043,0.6398,canonical_128x32,128x32,128x32
hard,81,bicubic,22.2552,0.5731,64x16_bicubic_to_128x32,128x32,128x32
hard,81,realesrgan,17.7368,0.3569,canonical_128x32,128x32,128x32
hard,81,tsrn,19.8753,0.6248,canonical_128x32,128x32,128x32
hard,82,bicubic,20.5229,0.5503,64x16_bicubic_to_128x32,128x32,128x32
hard,82,realesrgan,19.7634,0.5529,canonical_128x32,128x32,128x32
hard,82,tsrn,22.3357,0.5627,canonical_128x32,128x32,128x32
hard,83,bicubic,22.1178,0.5543,64x16_bicubic_to_128x32,128x32,128x32
hard,83,realesrgan,20.9099,0.5755,canonical_128x32,128x32,128x32
hard,83,tsrn,21.3143,0.6257,canonical_128x32,128x32,128x32
hard,84,bicubic,19.5999,0.4782,64x16_bicubic_to_128x32,128x32,128x32
hard,84,realesrgan,18.2396,0.4516,canonical_128x32,128x32,128x32
hard,84,tsrn,19.1123,0.5263,canonical_128x32,128x32,128x32
hard,85,bicubic,18.659,0.5085,64x16_bicubic_to_128x32,128x32,128x32
hard,85,realesrgan,17.6196,0.4651,canonical_128x32,128x32,128x32
hard,85,tsrn,19.6927,0.5594,canonical_128x32,128x32,128x32
hard,86,bicubic,24.3184,0.7844,64x16_bicubic_to_128x32,128x32,128x32
hard,86,realesrgan,24.1296,0.7609,canonical_128x32,128x32,128x32
hard,86,tsrn,23.9898,0.7415,canonical_128x32,128x32,128x32
hard,87,bicubic,25.0844,0.6691,64x16_bicubic_to_128x32,128x32,128x32
hard,87,realesrgan,24.4133,0.6674,canonical_128x32,128x32,128x32
hard,87,tsrn,26.0505,0.7064,canonical_128x32,128x32,128x32
hard,88,bicubic,24.7565,0.6125,64x16_bicubic_to_128x32,128x32,128x32
hard,88,realesrgan,24.3657,0.6351,canonical_128x32,128x32,128x32
hard,88,tsrn,24.0724,0.6545,canonical_128x32,128x32,128x32
hard,89,bicubic,24.2273,0.6215,64x16_bicubic_to_128x32,128x32,128x32
hard,89,realesrgan,23.8914,0.6372,canonical_128x32,128x32,128x32
hard,89,tsrn,23.2019,0.6335,canonical_128x32,128x32,128x32
hard,90,bicubic,25.8673,0.6935,64x16_bicubic_to_128x32,128x32,128x32
hard,90,realesrgan,24.895,0.6862,canonical_128x32,128x32,128x32
hard,90,tsrn,25.2991,0.7023,canonical_128x32,128x32,128x32
hard,91,bicubic,20.8368,0.4549,64x16_bicubic_to_128x32,128x32,128x32
hard,91,realesrgan,19.5585,0.4868,canonical_128x32,128x32,128x32
hard,91,tsrn,17.93,0.4948,canonical_128x32,128x32,128x32
hard,92,bicubic,20.8833,0.5363,64x16_bicubic_to_128x32,128x32,128x32
hard,92,realesrgan,18.9581,0.4797,canonical_128x32,128x32,128x32
hard,92,tsrn,20.962,0.4484,canonical_128x32,128x32,128x32
hard,93,bicubic,21.7292,0.6918,64x16_bicubic_to_128x32,128x32,128x32
hard,93,realesrgan,21.7409,0.7026,canonical_128x32,128x32,128x32
hard,93,tsrn,20.7117,0.7226,canonical_128x32,128x32,128x32
hard,94,bicubic,20.7501,0.6577,64x16_bicubic_to_128x32,128x32,128x32
hard,94,realesrgan,20.3239,0.6354,canonical_128x32,128x32,128x32
hard,94,tsrn,20.9943,0.6846,canonical_128x32,128x32,128x32
hard,95,bicubic,20.7854,0.6332,64x16_bicubic_to_128x32,128x32,128x32
hard,95,realesrgan,20.8186,0.6303,canonical_128x32,128x32,128x32
hard,95,tsrn,21.1959,0.6512,canonical_128x32,128x32,128x32
hard,96,bicubic,20.1156,0.494,64x16_bicubic_to_128x32,128x32,128x32
hard,96,realesrgan,20.0429,0.4901,canonical_128x32,128x32,128x32
hard,96,tsrn,19.848,0.5425,canonical_128x32,128x32,128x32
hard,97,bicubic,21.2593,0.6109,64x16_bicubic_to_128x32,128x32,128x32
hard,97,realesrgan,21.3239,0.6582,canonical_128x32,128x32,128x32
hard,97,tsrn,20.0737,0.6447,canonical_128x32,128x32,128x32
hard,98,bicubic,17.2747,0.46,64x16_bicubic_to_128x32,128x32,128x32
hard,98,realesrgan,16.7141,0.4411,canonical_128x32,128x32,128x32
hard,98,tsrn,19.5773,0.7442,canonical_128x32,128x32,128x32
hard,99,bicubic,17.245,0.4577,64x16_bicubic_to_128x32,128x32,128x32
hard,99,realesrgan,16.5811,0.5545,canonical_128x32,128x32,128x32
hard,99,tsrn,19.0891,0.6361,canonical_128x32,128x32,128x32
hard,100,bicubic,21.6478,0.6185,64x16_bicubic_to_128x32,128x32,128x32
hard,100,realesrgan,20.1264,0.6279,canonical_128x32,128x32,128x32
hard,100,tsrn,19.8626,0.7012,canonical_128x32,128x32,128x32
